Sr,Name,Docstatus,Customer,Type of Invoice,Grand Total,Status,Currency,Grand Total (Company Currency),Outstanding Amount,Payment Due Date,Integrator ID,Party Account Currency,POS Profile,Date,Price List Rate,Item Name,Item,Sales Invoice
1,MP-SINV-2024-101216,1,Cash - Shopify ID,Full Payment,1401409,Paid,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,1299000,NEO TAKAHAGI TBP 40L ROCK - GREY,TUBBT000140GCTRING,085a87ac8b
2,MP-SINV-2024-101216,1,Cash - Shopify ID,Full Payment,1401409,Paid,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,108000,Dafi Shoepack - Yellow,TUBOH319300YMPOLNG,6c02ad7b29
3,MP-SINV-2024-101216,1,Cash - Shopify ID,Full Payment,1401409,Paid,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,48000,Dafi Multipouch Medium - Black,TUBPU351773BAPOLNG,f34a8ba25c
4,MP-SINV-2024-99404,2,Cash - Shopify ID,Full Payment,1401409,Cancelled,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,48000,Dafi Multipouch Medium - Black,TUBPU351773BAPOLNG,660c2e72c2
5,MP-SINV-2024-99404,2,Cash - Shopify ID,Full Payment,1401409,Cancelled,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,a249dfbc31
6,MP-SINV-2024-99404,2,Cash - Shopify ID,Full Payment,1401409,Cancelled,IDR,1401409,0,2024-06-05,329146-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,108000,Dafi Shoepack - Yellow,TUBOH319300YMPOLNG,bc761fdce6
7,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - NAVY XL,TMBVD301175INPOLNG,21f414d0b4
8,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - BLACK M,TMBVD301173BJPOLNG,5749126af3
9,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - BLACK L,TMBVD301174BJPOLNG,9561ccaac3
10,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - NAVY L,TMBVD301174INPOLNG,9a4c1a3260
11,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - BLACK XL,TMBVD301175BJPOLNG,a939be249c
12,MP-SINV-2024-100262,1,Cash - Shopify ID,Full Payment,9450000,Paid,IDR,9450000,0,2024-06-06,329377-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,378000,CARTAGENA RIDING VEST - BLACK M,TMBVD301173BJPOLNG,c4b666b41c
13,MP-SINV-2024-101012,1,Cash - Shopify ID,Full Payment,80626,Paid,IDR,80626,0,2024-06-07,329420,IDR,Shopify ID - Kasir,2024-06-07,98000,FARRA TUMBLER TEMPERATURE - BLACK,TUCBT410100BATICNG,69ca4c6553
14,MP-SINV-2024-101011,1,Cash - Shopify ID,Full Payment,253562.4,Paid,IDR,253562.4,0,2024-06-07,329634,IDR,Shopify ID - Kasir,2024-06-07,178000,LOKITA FOLDABLE POUCH - OLIVE BLACK,TUBBF314100OBPOLNG,6b37973ca6
15,MP-SINV-2024-101011,1,Cash - Shopify ID,Full Payment,253562.4,Paid,IDR,253562.4,0,2024-06-07,329634,IDR,Shopify ID - Kasir,2024-06-07,248000,NEO JEOMCHEON CHEST BAG - BLACK,TMBEB100104BANXNG,b643c72da6
16,MP-SINV-2024-101010,1,Cash - Shopify ID,Full Payment,173094,Paid,IDR,173094,0,2024-06-07,329639,IDR,Shopify ID - Kasir,2024-06-07,98000,NEO ODER WALLET B - BLACK,TUCWL101100BAPOLNG,8ac04a9c51
17,MP-SINV-2024-101010,1,Cash - Shopify ID,Full Payment,173094,Paid,IDR,173094,0,2024-06-07,329639,IDR,Shopify ID - Kasir,2024-06-07,98000,TERMICA THERMAL PACK SMALL,TUBOE206972XXNG,9950492d75
18,MP-SINV-2024-101010,1,Cash - Shopify ID,Full Payment,173094,Paid,IDR,173094,0,2024-06-07,329639,IDR,Shopify ID - Kasir,2024-06-07,98000,NEO WONSAN KEYCHAIN DARKLUCENT - BLACK,TMCWK200200BJNG,e03197255d
19,MP-SINV-2024-100999,1,Cash - Shopify ID,Full Payment,45864,Paid,IDR,45864,0,2024-06-07,329645,IDR,Shopify ID - Kasir,2024-06-07,78000,DINERO MONEY BELT - OLIVE,TUBMB302500OGNG,688c90bd54
20,MP-SINV-2024-100998,1,Cash - Shopify ID,Full Payment,350000,Paid,IDR,350000,0,2024-06-07,329671,IDR,Shopify ID - Kasir,2024-06-07,428000,Yesan Foldable Duffle Bag Tosca,TMBBD100140TE,c7d5745524
21,MP-SINV-2024-100957,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-06-07,329638,IDR,Shopify ID - Kasir,2024-06-07,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,38a97146fd
22,MP-SINV-2024-100956,1,Cash - Shopify ID,Full Payment,974112.9,Paid,IDR,974112.9,0,2024-06-07,329470,IDR,Shopify ID - Kasir,2024-06-07,1349000,NEO FUJISAWA - HITAM ,TUBBT341945BANDXNG,4e90bcc4b6
23,MP-SINV-2024-100955,1,Cash - Shopify ID,Full Payment,147906,Paid,IDR,147906,0,2024-06-07,329523,IDR,Shopify ID - Kasir,2024-06-07,198000,YEOSU PRINT BLACK,TPL4.ME.10010B,124a3f51fb
24,MP-SINV-2024-100750,1,Cash - Shopify ID,Full Payment,514692,Paid,IDR,514692,0,2024-06-07,329606,IDR,Shopify ID - Kasir,2024-06-07,348000,ARRAFA SANDAL ACTISOFT EMBOSS  LEG BLUE  43,TPL4RB90033IN,0c824cb20d
25,MP-SINV-2024-100750,1,Cash - Shopify ID,Full Payment,514692,Paid,IDR,514692,0,2024-06-07,329606,IDR,Shopify ID - Kasir,2024-06-07,348000,ARRAFA SANDAL ACTISOFT  EMBOSS  BLACK 43,TPL4.RB.90033B,e35fb30389
26,MP-SINV-2024-100724,1,Cash - Shopify ID,Full Payment,712686.6,Paid,IDR,712686.6,0,2024-06-07,329584,IDR,Shopify ID - Kasir,2024-06-07,999000,KANZAKI DP 30L Legion Blue,TPL4.MF.80090N,4fcea9d500
27,MP-SINV-2024-100723,1,Cash - Shopify ID,Full Payment,217729.6,Paid,IDR,217729.6,0,2024-06-07,329625,IDR,Shopify ID - Kasir,2024-06-07,278000,ORDE FOLDABLE BACKPACK - OLIVE,TUBBF304200OGPOLNG,0bd186a67e
28,MP-SINV-2024-100722,1,Cash - Shopify ID,Full Payment,270000,Paid,IDR,270000,0,2024-06-07,329610,IDR,Shopify ID - Kasir,2024-06-07,558000,MERDEKA BACKPACK - BLACK,TUBBD330815BANXPHM,cf528c6393
29,MP-SINV-2024-100721,1,Cash - Shopify ID,Full Payment,372000,Paid,IDR,372000,0,2024-06-07,329607,IDR,Shopify ID - Kasir,2024-06-07,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,67857188ba
30,MP-SINV-2024-100721,1,Cash - Shopify ID,Full Payment,372000,Paid,IDR,372000,0,2024-06-07,329607,IDR,Shopify ID - Kasir,2024-06-07,418000,AQUILA OFFICE BACKPACK - BLACK,TMBBO2034BJNG,bf51df187e
31,MP-SINV-2024-100488,1,Cash - Shopify ID,Full Payment,40460,Paid,IDR,40460,0,2024-06-06,329518,IDR,Shopify ID - Kasir,2024-06-06,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,100f284fd9
32,MP-SINV-2024-100487,1,Cash - Shopify ID,Full Payment,135900,Paid,IDR,135900,0,2024-06-06,329520,IDR,Shopify ID - Kasir,2024-06-06,68000,Dafi Drawstring Bag Medium - Black,TUBDS351673BAPOLNG,aa269d85b7
33,MP-SINV-2024-100487,1,Cash - Shopify ID,Full Payment,135900,Paid,IDR,135900,0,2024-06-06,329520,IDR,Shopify ID - Kasir,2024-06-06,68000,Dafi Multi Pouch XL - Black ,TUBPU351875BAPOLNG,db5adbd08d
34,MP-SINV-2024-100487,1,Cash - Shopify ID,Full Payment,135900,Paid,IDR,135900,0,2024-06-06,329520,IDR,Shopify ID - Kasir,2024-06-06,98000,NEO Seoha Toiletries - MAROON,TUBOT200100MOPOLNG,de0b2abe5e
35,MP-SINV-2024-100468,1,Cash - Shopify ID,Full Payment,1119670,Paid,IDR,1119670,0,2024-06-06,329529,IDR,Shopify ID - Kasir,2024-06-06,1349000,NEO FUJISAWA - HITAM ,TUBBT341945BANDXNG,8786eee936
36,MP-SINV-2024-100467,1,Cash - Shopify ID,Full Payment,381268.8,Paid,IDR,381268.8,0,2024-06-06,329542,IDR,Shopify ID - Kasir,2024-06-06,498000,LAGOS DAYPACK - MARVEL SILVER BLACK,TUBBD301722BJNXMS,db4d7ae432
37,MP-SINV-2024-100353,1,Cash - Shopify ID,Full Payment,49000,Paid,IDR,49000,0,2024-06-06,329461,IDR,Shopify ID - Kasir,2024-06-06,98000,NEO Seoha Toiletries - MAROON,TUBOT200100MOPOLNG,fec02aa830
38,MP-SINV-2024-100352,1,Cash - Shopify ID,Full Payment,195750,Paid,IDR,195750,0,2024-06-06,329486,IDR,Shopify ID - Kasir,2024-06-06,450000,ASFAR HOODIE OVERSHIRT OLIVE - XL/2XL,TMAJO345381OGTCONG,1533d6e05f
39,MP-SINV-2024-100351,1,Cash - Shopify ID,Full Payment,229000,Paid,IDR,229000,0,2024-06-06,329495,IDR,Shopify ID - Kasir,2024-06-06,458000,RAFIQ BUTTON OVERSHIRT BLACK - M,TMAJO345273BACOTNG,8428ffdd9f
40,MP-SINV-2024-100350,1,Cash - Shopify ID,Full Payment,41412,Paid,IDR,41412,0,2024-06-06,329475,IDR,Shopify ID - Kasir,2024-06-06,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,ecb5a81f84
41,MP-SINV-2024-100298,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-06-06,329466,IDR,Shopify ID - Kasir,2024-06-06,100000,PALESTINE WATERMELON TOTEBAG,TUBTE343900XXPOLWM,26a925f511
42,MP-SINV-2024-100297,1,Cash - Shopify ID,Full Payment,240000,Paid,IDR,240000,0,2024-06-06,329460,IDR,Shopify ID - Kasir,2024-06-06,318000,Samata Backpack - Olive,TUBBD334900OGBIMNG,b4269cf39b
43,MP-SINV-2024-100296,1,Cash - Shopify ID,Full Payment,696303,Paid,IDR,696303,0,2024-06-06,329462,IDR,Shopify ID - Kasir,2024-06-06,999000,KANZAKI DP 30L Legion Blue,TPL4.MF.80090N,5a1d389218
44,MP-SINV-2024-100295,1,Cash - Shopify ID,Full Payment,244640,Paid,IDR,244640,0,2024-06-06,329477,IDR,Shopify ID - Kasir,2024-06-06,278000,KAMITA BACKPACK - NAVY,TUBBD338500INPOLNG,eddf75b36d
45,MP-SINV-2024-100294,1,Cash - Shopify ID,Full Payment,223440,Paid,IDR,223440,0,2024-06-06,329459,IDR,Shopify ID - Kasir,2024-06-06,298000,NEO HWADO DAYPACK 17L - CHARCOAL GREY,TUBBD200117GCPOLNG,6f6ccf5121
46,MP-SINV-2024-100293,1,Cash - Shopify ID,Full Payment,290938,Paid,IDR,290938,0,2024-06-06,329478,IDR,Shopify ID - Kasir,2024-06-06,398000,"SINPO 19"" TRI BLACK",TUBBS100119BA,9f76e562e8
47,MP-SINV-2024-100291,1,Cash - Shopify ID,Full Payment,118320,Paid,IDR,118320,0,2024-06-06,329476,IDR,Shopify ID - Kasir,2024-06-06,98000,CORRI FOLDABLE PEE BOTTLE,TUCBT206973XXNG,0e8777583a
48,MP-SINV-2024-100291,1,Cash - Shopify ID,Full Payment,118320,Paid,IDR,118320,0,2024-06-06,329476,IDR,Shopify ID - Kasir,2024-06-06,58000,ILUVIA TRAVEL URINATOR ,TUCBU206900XXNG,784b50cf85
49,MP-SINV-2024-100291,1,Cash - Shopify ID,Full Payment,118320,Paid,IDR,118320,0,2024-06-06,329476,IDR,Shopify ID - Kasir,2024-06-06,58000,ARCOIR LUGAGE BELT LOCK - BLACK,TUCKB206900BANG,ea2720c229
50,MP-SINV-2024-100290,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329465,IDR,Shopify ID - Kasir,2024-06-06,198000,NIKOI BUCKET HAT - NAVY GREY ,TUHHK318300NEMFNG,050dd459c0
51,MP-SINV-2024-100290,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329465,IDR,Shopify ID - Kasir,2024-06-06,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,21b439d1ed
52,MP-SINV-2024-100289,1,Cash - Shopify ID,Full Payment,285273,Paid,IDR,285273,0,2024-06-06,329472,IDR,Shopify ID - Kasir,2024-06-06,338000,DARAMISTA MINI BACKPACK -  NAVY,TUBBE315022INNXNG,0c8d1fd84c
53,MP-SINV-2024-100289,1,Cash - Shopify ID,Full Payment,285273,Paid,IDR,285273,0,2024-06-06,329472,IDR,Shopify ID - Kasir,2024-06-06,58000,CORTA TRAVEL NAIL CLIPPER,TUCNC206972ISNG,59771db45d
54,MP-SINV-2024-100288,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-06,329463,IDR,Shopify ID - Kasir,2024-06-06,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,72fa841a38
55,MP-SINV-2024-100288,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-06,329463,IDR,Shopify ID - Kasir,2024-06-06,98000,NEO ODER WALLET B - BLACK,TUCWL101100BAPOLNG,f1d7337a54
56,MP-SINV-2024-100287,1,Cash - Shopify ID,Full Payment,177000,Paid,IDR,177000,0,2024-06-06,329457,IDR,Shopify ID - Kasir,2024-06-06,168000,NEO NANJEON WAIST BAG - BLACK,TMBWB201000BANXNG,714007c4a8
57,MP-SINV-2024-100287,1,Cash - Shopify ID,Full Payment,177000,Paid,IDR,177000,0,2024-06-06,329457,IDR,Shopify ID - Kasir,2024-06-06,128000,HACHU PASSPORT POUCH-BLACK  ,TUBPP200100BATRING,f719af7773
58,MP-SINV-2024-100286,1,Cash - Shopify ID,Full Payment,215968.8,Paid,IDR,215968.8,0,2024-06-06,329473,IDR,Shopify ID - Kasir,2024-06-06,228000,ALISANTI EXPANDABLE WAISTBAG - BLACK,TMBWB205700BJNG,2b39ed9bd1
59,MP-SINV-2024-100286,1,Cash - Shopify ID,Full Payment,215968.8,Paid,IDR,215968.8,0,2024-06-06,329473,IDR,Shopify ID - Kasir,2024-06-06,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,5896a3665d
60,MP-SINV-2024-100283,1,Cash - Shopify ID,Full Payment,190140,Paid,IDR,190140,0,2024-06-06,329485,IDR,Shopify ID - Kasir,2024-06-06,158000,KORIYAMA WAIST BAG (HITAM),TPL4.MC.00120B,df1dca1ac6
61,MP-SINV-2024-100283,1,Cash - Shopify ID,Full Payment,190140,Paid,IDR,190140,0,2024-06-06,329485,IDR,Shopify ID - Kasir,2024-06-06,118000,DAYITA MINI POUCH - GREY NAVY,TUBPM314200NEPOLNG,ee430a0868
62,MP-SINV-2024-100274,1,Cash - Shopify ID,Full Payment,140800,Paid,IDR,140800,0,2024-06-06,329430-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,98000,SADANA MINIPOUCH - KHAKI,TUBPM320600KHBIMNG,08ea27ce27
63,MP-SINV-2024-100274,1,Cash - Shopify ID,Full Payment,140800,Paid,IDR,140800,0,2024-06-06,329430-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,98000,NEO Seoha Toiletries - MAROON,TUBOT200100MOPOLNG,1d754adc5d
64,MP-SINV-2024-100274,1,Cash - Shopify ID,Full Payment,140800,Paid,IDR,140800,0,2024-06-06,329430-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,6decea9278
65,MP-SINV-2024-100274,1,Cash - Shopify ID,Full Payment,140800,Paid,IDR,140800,0,2024-06-06,329430-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,9e4ca8cb62
66,MP-SINV-2024-100237,1,Cash - Shopify ID,Full Payment,295410,Paid,IDR,295410,0,2024-06-06,329453-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,238000,NEO JILIN LAPTOP ORGANIZER - BLACK ,TUBOL100100BANXNG,03f15ca4cf
67,MP-SINV-2024-100237,1,Cash - Shopify ID,Full Payment,295410,Paid,IDR,295410,0,2024-06-06,329453-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,28000,ALUMIN LUGGAGE NAME TAG - NAVY BLUE,TUCKN206900INNG,1b913093d4
68,MP-SINV-2024-100237,1,Cash - Shopify ID,Full Payment,295410,Paid,IDR,295410,0,2024-06-06,329453-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,88000,NEO MINI CASE - BLACK,TUBPM100100BANXNG,84aacba27c
69,MP-SINV-2024-100237,1,Cash - Shopify ID,Full Payment,295410,Paid,IDR,295410,0,2024-06-06,329453-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,48000,ASEAR 2 IN 1 ELECTRONIC CLEANSER - BLACK ,TUCEE206900BANG,d667644351
70,MP-SINV-2024-100200,1,Cash - Shopify ID,Full Payment,350000,Paid,IDR,350000,0,2024-06-06,329400-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,348000,ARRAFA SANDAL ACTISOFT  EMBOSS  BLACK 44,TPL4.RB.90034B,1a6b245178
71,MP-SINV-2024-100200,1,Cash - Shopify ID,Full Payment,350000,Paid,IDR,350000,0,2024-06-06,329400-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,88000,NEO MINI CASE - BLACK,TUBPM100100BANXNG,222d321e94
72,MP-SINV-2024-100192,1,Cash - Shopify ID,Full Payment,194738.4,Paid,IDR,194738.4,0,2024-06-06,329455,IDR,Shopify ID - Kasir,2024-06-06,148000,Dafi Clothpack L - Yellow ,TUBOC339974YMPOLNG,bb65fee8b1
73,MP-SINV-2024-100192,1,Cash - Shopify ID,Full Payment,194738.4,Paid,IDR,194738.4,0,2024-06-06,329455,IDR,Shopify ID - Kasir,2024-06-06,138000,DAFI CLOTH PACK M - NAVY,TUBOC352673INPOLNG,e7c019104f
74,MP-SINV-2024-100184,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329452-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,0cc24c319e
75,MP-SINV-2024-100184,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329452-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,ODER KEY CHAIN CREAN BLACK,TPL4.RD.00030B,15e8becf32
76,MP-SINV-2024-100184,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329452-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,48000,ASEAR 2 IN 1 ELECTRONIC CLEANSER - BLACK ,TUCEE206900BANG,4567f15224
77,MP-SINV-2024-100184,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-06-06,329452-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,d3df3d4f91
78,MP-SINV-2024-100182,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-06-06,329407-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,DEDO HALF GLOVES - MISTY GREY,TMCGH205300GMNG,3a3f1297ae
79,MP-SINV-2024-100182,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-06-06,329407-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,7f088a73e2
80,MP-SINV-2024-100182,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-06-06,329407-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,178000,Kashiba 3 L Hijau (SYC Green),TPL4.MC.80120G,adcb9a4f5a
81,MP-SINV-2024-100181,1,Cash - Shopify ID,Full Payment,109902.97,Paid,IDR,109902.97,0,2024-06-06,329359-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,Musu Stationery - Beet red ,TUCOS200100RBDODNG,71ba0531ae
82,MP-SINV-2024-100181,1,Cash - Shopify ID,Full Payment,109902.97,Paid,IDR,109902.97,0,2024-06-06,329359-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,128000,HACHU PASSPORT POUCH-BLACK  ,TUBPP200100BATRING,bace873c05
83,MP-SINV-2024-100181,1,Cash - Shopify ID,Full Payment,109902.97,Paid,IDR,109902.97,0,2024-06-06,329359-NONPCA,IDR,Shopify ID - Kasir,2024-06-06,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,c630c4300b
84,MP-SINV-2024-100075,1,Cash - Shopify ID,Full Payment,2298400,Paid,IDR,2298400,0,2024-06-06,329291,IDR,Shopify ID - Kasir,2024-06-06,338000,NEO WONJU TOTE BACKPACK - BLACK,TUBBE100419BJNXNG,9a02327b45
85,MP-SINV-2024-100027,1,Cash - Shopify ID,Full Payment,80626,Paid,IDR,80626,0,2024-06-06,329419,IDR,Shopify ID - Kasir,2024-06-06,98000,FARRA TUMBLER TEMPERATURE - BLACK,TUCBT410100BATICNG,7ea7caeeb0
86,MP-SINV-2024-99929,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-06,329447,IDR,Shopify ID - Kasir,2024-06-06,158000,NEO GIFU MINI TRAVEL POUCH - NAVY,TUBPT100302INNXAR,69e942537f
87,MP-SINV-2024-99929,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-06,329447,IDR,Shopify ID - Kasir,2024-06-06,68000,NEO ODER WALLET CARD C - NAVY BLUE,TUCCW101200INPOLNG,8ab82fdaa2
88,MP-SINV-2024-99922,1,Cash - Shopify ID,Full Payment,388000,Paid,IDR,388000,0,2024-06-06,329440,IDR,Shopify ID - Kasir,2024-06-06,128000,HACHU PASSPORT POUCH-BLACK  ,TUBPP200100BATRING,05a2c157d3
89,MP-SINV-2024-99922,1,Cash - Shopify ID,Full Payment,388000,Paid,IDR,388000,0,2024-06-06,329440,IDR,Shopify ID - Kasir,2024-06-06,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,611af7668a
90,MP-SINV-2024-99922,1,Cash - Shopify ID,Full Payment,388000,Paid,IDR,388000,0,2024-06-06,329440,IDR,Shopify ID - Kasir,2024-06-06,78000,BRAZO HALF GLOVES - STEEL GREY,TUCGH205200GSNG,957b22443e
91,MP-SINV-2024-99922,1,Cash - Shopify ID,Full Payment,388000,Paid,IDR,388000,0,2024-06-06,329440,IDR,Shopify ID - Kasir,2024-06-06,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,c7883f4aed
92,MP-SINV-2024-99919,1,Cash - Shopify ID,Full Payment,331240,Paid,IDR,331240,0,2024-06-06,329316,IDR,Shopify ID - Kasir,2024-06-06,450000,ASFAR HOODIE OVERSHIRT OLIVE - M/L,TMAJO345380OGTCONG,211b6401eb
93,MP-SINV-2024-99919,1,Cash - Shopify ID,Full Payment,331240,Paid,IDR,331240,0,2024-06-06,329316,IDR,Shopify ID - Kasir,2024-06-06,98000,NEO GALSAN KEYCHAIN - BLACK,TMCWK200100BANXNG,5353936638
94,MP-SINV-2024-99856,1,Cash - Shopify ID,Full Payment,295800,Paid,IDR,295800,0,2024-06-06,329417,IDR,Shopify ID - Kasir,2024-06-06,348000,KREDO DAYPACK - BLACK ,TMBBD303926BADODNG,bfa4adc5eb
95,MP-SINV-2024-99844,1,Cash - Shopify ID,Full Payment,1018899.7,Paid,IDR,1018899.7,0,2024-06-06,329448,IDR,Shopify ID - Kasir,2024-06-06,1349000,NEO FUJISAWA - HITAM ,TUBBT341945BANDXNG,bf9ea362e0
96,MP-SINV-2024-99823,1,Cash - Shopify ID,Full Payment,99000,Paid,IDR,99000,0,2024-06-05,329411,IDR,Shopify ID - Kasir,2024-06-05,198000,SILLON FOLDABLE CHAIR,TUCDF206900XXNG,d7066eda2d
97,MP-SINV-2024-99822,1,Cash - Shopify ID,Full Payment,49000,Paid,IDR,49000,0,2024-06-05,329409,IDR,Shopify ID - Kasir,2024-06-05,98000,Nomina Nail Clipper Black,TUCNC200100BA,aec969b9bd
98,MP-SINV-2024-99821,1,Cash - Shopify ID,Full Payment,222904,Paid,IDR,222904,0,2024-06-05,329396,IDR,Shopify ID - Kasir,2024-06-05,298000,ANIMO MESSENGER BAG - TWOTONE NAVY,TUBSM302300NTTRXNG,9af4a2f075
99,MP-SINV-2024-99812,1,Cash - Shopify ID,Full Payment,198000,Paid,IDR,198000,0,2024-06-05,329429,IDR,Shopify ID - Kasir,2024-06-05,198000,NEO GAESA NECK WALLET - BLACK,TUBPP101100BJNXNG,672d5576e7
100,MP-SINV-2024-99796,1,Cash - Shopify ID,Full Payment,54600,Paid,IDR,54600,0,2024-06-05,329404,IDR,Shopify ID - Kasir,2024-06-05,78000,DEDO HALF GLOVES - MISTY GREY,TMCGH205300GMNG,c47635a480
101,MP-SINV-2024-99777,1,Cash - Shopify ID,Full Payment,446000,Paid,IDR,446000,0,2024-06-05,328864-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,248000,ZIYAD SARUNG MOTIF - BLACK,TMASG354300BAPOLAY,74e1ff3e61
102,MP-SINV-2024-99777,1,Cash - Shopify ID,Full Payment,446000,Paid,IDR,446000,0,2024-06-05,328864-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,198000,NEO INJE UTILITY POUCH - BLACK,TMBPT200900BANXNG,a75d729918
103,MP-SINV-2024-99752,1,Cash - Shopify ID,Full Payment,24375000,Paid,IDR,24375000,0,2024-06-05,329364,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,5d721be09d
104,MP-SINV-2024-99752,1,Cash - Shopify ID,Full Payment,24375000,Paid,IDR,24375000,0,2024-06-05,329364,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,5de59d6d6d
105,MP-SINV-2024-99752,1,Cash - Shopify ID,Full Payment,24375000,Paid,IDR,24375000,0,2024-06-05,329364,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,afd58695e3
106,MP-SINV-2024-99630,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-06-05,329318,IDR,Shopify ID - Kasir,2024-06-05,48000,Dafi Multipouch Medium - Black,TUBPU351773BAPOLNG,046f3c3a1a
