Sr,Name,Docstatus,Customer,Type of Invoice,Grand Total,Status,Currency,Grand Total (Company Currency),Outstanding Amount,Payment Due Date,Integrator ID,Party Account Currency,POS Profile,Date,Price List Rate,Item Name,Item,Sales Invoice
6170,MP-SINV-2024-48664,1,Cash - Shopify ID,Full Payment,557777,Paid,IDR,557777,0,2024-03-20,314491-1,IDR,Shopify ID - Kasir,2024-03-20,100000,GAZA TOTEBAG,TUBTE343800XXPOLWM,86d0817284
6171,MP-SINV-2024-48664,1,Cash - Shopify ID,Full Payment,557777,Paid,IDR,557777,0,2024-03-20,314491-1,IDR,Shopify ID - Kasir,2024-03-20,100000,WATERMELON FLAG TOTEBAG ,TUBTE315400XXPOLWM,8b9077dad6
6172,MP-SINV-2024-48664,1,Cash - Shopify ID,Full Payment,557777,Paid,IDR,557777,0,2024-03-20,314491-1,IDR,Shopify ID - Kasir,2024-03-20,150000,HIDAYAT TOTE BAG - MASJID NUSANTARA - RED,TUBTE312314RBPOLMN,dee5156138
6173,MP-SINV-2024-48664,1,Cash - Shopify ID,Full Payment,557777,Paid,IDR,557777,0,2024-03-20,314491-1,IDR,Shopify ID - Kasir,2024-03-20,100000,SEMANGKA TOTEBAG,TUBTE343400XXPOLWM,e446ffccac
6174,MP-SINV-2024-38960,1,Cash - Shopify ID,Full Payment,412200,Paid,IDR,412200,0,2024-03-08,314010,IDR,Shopify ID - Kasir,2024-03-08,458000,ARAGON RIDING JACKET - NAVY XXL,TMAJD300976INPOLNG,c97e55cd85
6175,MP-SINV-2024-37114,1,Cash - Shopify ID,Full Payment,129000,Paid,IDR,129000,0,2024-03-05,313654,IDR,Shopify ID - Kasir,2024-03-05,158000,SHIBATA TP 2L Tosca,TPL4.MC.80070T,3c134389ad
6176,MP-SINV-2024-37170,1,Cash - Shopify ID,Full Payment,177000,Paid,IDR,177000,0,2024-03-05,313470,IDR,Shopify ID - Kasir,2024-03-05,168000,NEO JIXI TRAVEL POUCH - BLACK,TMBPT100802BJNXNG,932cb046b5
6177,MP-SINV-2024-37170,1,Cash - Shopify ID,Full Payment,177000,Paid,IDR,177000,0,2024-03-05,313470,IDR,Shopify ID - Kasir,2024-03-05,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,95125a1aac
6178,MP-SINV-2024-37104,1,Cash - Shopify ID,Full Payment,384720,Paid,IDR,384720,0,2024-03-05,313538,IDR,Shopify ID - Kasir,2024-03-05,458000,ARAGON RIDING JACKET - BLACK XL,TMAJD300975BJPOLNG,2f58c2b772
6179,MP-SINV-2024-41267,1,Cash - Shopify ID,Full Payment,146940,Paid,IDR,146940,0,2024-03-13,314627,IDR,Shopify ID - Kasir,2024-03-13,158000,HAMURA WAIST BAG Hitam,TPL4.MC.80160B,b035e7c62f
6180,MP-SINV-2024-41497,1,Cash - Shopify ID,Full Payment,318000,Paid,IDR,318000,0,2024-03-13,314626-NONPCA,IDR,Shopify ID - Kasir,2024-03-13,128000,MULLIDO FOAM TRAVEL NECK PILLOW,TUCIN206900XXNG,2e07e2f02b
6181,MP-SINV-2024-41497,1,Cash - Shopify ID,Full Payment,318000,Paid,IDR,318000,0,2024-03-13,314626-NONPCA,IDR,Shopify ID - Kasir,2024-03-13,318000,RAYA TRAVEL POUCH - BLACK,TUBPT338100BANXNG,7c6faff80b
6182,MP-SINV-2024-41129,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-03-13,314561,IDR,Shopify ID - Kasir,2024-03-13,178000,NEO GIFU TRAVEL POUCH - BLACK,TMBPT100403BJNXAR,cb9876fae5
6183,MP-SINV-2024-41129,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-03-13,314561,IDR,Shopify ID - Kasir,2024-03-13,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,ee03e4d2c1
6184,MP-SINV-2024-40952,1,Cash - Shopify ID,Full Payment,126368.4,Paid,IDR,126368.4,0,2024-03-12,314552,IDR,Shopify ID - Kasir,2024-03-12,158000,NEO HASEONG MINI POUCH - BLACK,TUBPM200100BANXNG,fcbc4ede32
6185,MP-SINV-2024-48663,1,Cash - Shopify ID,Full Payment,160000,Paid,IDR,160000,0,2024-03-20,314524-1,IDR,Shopify ID - Kasir,2024-03-20,160000,KARIM SHOULDER BAG MASJID NUSANTARA - BLACK,TUBSM361800BAPOLMN,cd83f2cbe5
6186,MP-SINV-2024-38584,1,Cash - Shopify ID,Full Payment,178000,Paid,IDR,178000,0,2024-03-07,313932,IDR,Shopify ID - Kasir,2024-03-07,178000,HITO ACTIVE HAT - BRIGHT VIOLET,TUHHB304600VBPOLNG,da869f74c2
6187,MP-SINV-2024-37552,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-05,313261-NONPCA,IDR,Shopify ID - Kasir,2024-03-05,98000,NEO GALSAN KEYCHAIN - BLACK,TMCWK200100BANXNG,56fe4e88cd
6188,MP-SINV-2024-37552,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-05,313261-NONPCA,IDR,Shopify ID - Kasir,2024-03-05,98000,SADANA MINIPOUCH - KHAKI,TUBPM320600KHBIMNG,5dfe111cb6
6189,MP-SINV-2024-37552,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-05,313261-NONPCA,IDR,Shopify ID - Kasir,2024-03-05,78000,BRAZO HALF GLOVES - STEEL GREY,TUCGH205200GSNG,d2dbf030e5
6190,MP-SINV-2024-35302,1,Cash - Shopify ID,Full Payment,266660,Paid,IDR,266660,0,2024-03-03,313256,IDR,Shopify ID - Kasir,2024-03-03,398000,BANGKIT DAYPCAK - BLACK ,TUBBD333615BADLNG,29779cdb5e
6191,MP-SINV-2024-48662,1,Cash - Shopify ID,Full Payment,170000,Paid,IDR,170000,0,2024-03-20,313857-1,IDR,Shopify ID - Kasir,2024-03-20,150000,ALI KAOS MASJID NUSANTARA (XL) - BROWN,TUATB361475WDCOTMN,f108c753dd
6192,MP-SINV-2024-37843,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-06,313802,IDR,Shopify ID - Kasir,2024-03-06,100000,WATERMELON FLAG TOTEBAG ,TUBTE315400XXPOLWM,4c7efa37d9
6193,MP-SINV-2024-35154,1,Cash - Shopify ID,Full Payment,445000,Paid,IDR,445000,0,2024-03-02,313041,IDR,Shopify ID - Kasir,2024-03-02,418000,AQUILA OFFICE BACKPACK - BLACK,TMBBO2034BJNG,0fbe9bb7aa
6194,MP-SINV-2024-35154,1,Cash - Shopify ID,Full Payment,445000,Paid,IDR,445000,0,2024-03-02,313041,IDR,Shopify ID - Kasir,2024-03-02,198000,NEO GAESA NECK WALLET - BLACK,TUBPP101100BJNXNG,ff41895af9
6195,MP-SINV-2024-34893,1,Cash - Shopify ID,Full Payment,118500,Paid,IDR,118500,0,2024-03-02,312994,IDR,Shopify ID - Kasir,2024-03-02,158000,VIKASA FOLDABLE - BLACK,TUBBF314700BANYNG,fe1eafea92
6196,MP-SINV-2024-37285,1,Cash - Shopify ID,Full Payment,263940,Paid,IDR,263940,0,2024-03-05,313669,IDR,Shopify ID - Kasir,2024-03-05,318000,RAYA TRAVEL POUCH - BLACK,TUBPT338100BANXNG,655f9e33f7
6197,MP-SINV-2024-34676,1,Cash - Shopify ID,Full Payment,812600,Paid,IDR,812600,0,2024-03-02,312974,IDR,Shopify ID - Kasir,2024-03-02,398000,BANGKIT DAYPCAK - BLACK ,TUBBD333615BADLNG,28dc487a91
6198,MP-SINV-2024-34676,1,Cash - Shopify ID,Full Payment,812600,Paid,IDR,812600,0,2024-03-02,312974,IDR,Shopify ID - Kasir,2024-03-02,558000,MERDEKA BACKPACK - BLACK,TUBBD330815BANXPHM,ca2d583bdb
6199,MP-SINV-2024-34525,1,Cash - Shopify ID,Full Payment,124600,Paid,IDR,124600,0,2024-03-02,312853,IDR,Shopify ID - Kasir,2024-03-02,178000,Kashiba 3 L Dark Grey,TPL4.MC.80120A,fe3a43fb54
6200,MP-SINV-2024-34340,1,Cash - Shopify ID,Full Payment,130000,Paid,IDR,130000,0,2024-03-01,312859,IDR,Shopify ID - Kasir,2024-03-01,98000,Nomina Nail Clipper White Nickel,TUCNC200100WW,5b6e0b4bfc
6201,MP-SINV-2024-34340,1,Cash - Shopify ID,Full Payment,130000,Paid,IDR,130000,0,2024-03-01,312859,IDR,Shopify ID - Kasir,2024-03-01,198000,SILLON FOLDABLE CHAIR,TUCDF206900XXNG,cf1da2ed36
6202,MP-SINV-2024-34340,1,Cash - Shopify ID,Full Payment,130000,Paid,IDR,130000,0,2024-03-01,312859,IDR,Shopify ID - Kasir,2024-03-01,78000,DEDO HALF GLOVES - MISTY GREY,TMCGH205300GMNG,deda397ab1
6203,MP-SINV-2024-34340,1,Cash - Shopify ID,Full Payment,130000,Paid,IDR,130000,0,2024-03-01,312859,IDR,Shopify ID - Kasir,2024-03-01,20000,VAINA TOILET SEAT COVER,TUCPE206900XXNG,f657adb7b7
6204,MP-SINV-2024-34092,1,Cash - Shopify ID,Full Payment,1070000,Paid,IDR,1070000,0,2024-03-01,312809,IDR,Shopify ID - Kasir,2024-03-01,1349000,NEO FUJISAWA - HITAM ,TUBBT341945BANDXNG,305829ad7f
6205,MP-SINV-2024-37390,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-03,313434-NONPCA,IDR,Shopify ID - Kasir,2024-03-03,78000,BRAZO HALF GLOVES - STEEL GREY,TUCGH205200GSNG,3207c548d3
6206,MP-SINV-2024-37390,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-03,313434-NONPCA,IDR,Shopify ID - Kasir,2024-03-03,98000,NEO GALSAN KEYCHAIN - BLACK,TMCWK200100BANXNG,6305364fd3
6207,MP-SINV-2024-37390,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-03-03,313434-NONPCA,IDR,Shopify ID - Kasir,2024-03-03,98000,SADANA MINIPOUCH - KHAKI,TUBPM320600KHBIMNG,b7126b7c8c
6208,MP-SINV-2024-37594,1,Cash - Shopify ID,Full Payment,35766.43,Paid,IDR,35766.43,0,2024-03-05,313398,IDR,Shopify ID - Kasir,2024-03-05,98000,SADANA MINIPOUCH - KHAKI,TUBPM320600KHBIMNG,36dc18e3bb
6209,MP-SINV-2024-37748,1,Cash - Shopify ID,Full Payment,64233.57,Paid,IDR,64233.57,0,2024-03-06,313398-1,IDR,Shopify ID - Kasir,2024-03-06,98000,NEO GALSAN KEYCHAIN - BLACK,TMCWK200100BANXNG,35028ea9b7
6210,MP-SINV-2024-37748,1,Cash - Shopify ID,Full Payment,64233.57,Paid,IDR,64233.57,0,2024-03-06,313398-1,IDR,Shopify ID - Kasir,2024-03-06,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,3b8b351030
6211,MP-SINV-2024-35183,1,Cash - Shopify ID,Full Payment,222400,Paid,IDR,222400,0,2024-03-03,313250,IDR,Shopify ID - Kasir,2024-03-03,278000,ANIRA SLING BAG - NAVY,TUBLB314500INPOLNG,bb4568a426
6212,MP-SINV-2024-35037,1,Cash - Shopify ID,Full Payment,264480,Paid,IDR,264480,0,2024-03-02,313143,IDR,Shopify ID - Kasir,2024-03-02,348000,ARRAFA SANDAL ACTISOFT  EMBOSS  BLACK 43,TPL4.RB.90033B,0b1b0026fa
6213,MP-SINV-2024-34552,1,Cash - Shopify ID,Full Payment,351000,Paid,IDR,351000,0,2024-03-02,312986,IDR,Shopify ID - Kasir,2024-03-02,468000,KONSULTAS KHEMOD - BLACK,RTUBWB334500BANXAL,b67d728c8d
6214,MP-SINV-2024-34526,1,Cash - Shopify ID,Full Payment,178500,Paid,IDR,178500,0,2024-03-02,312984,IDR,Shopify ID - Kasir,2024-03-02,238000,NEO JILLIN LAPTOP ORGANIZER - BLACK ,TUBOL100100BANXNG,702011a1af
6215,MP-SINV-2024-34474,1,Cash - Shopify ID,Full Payment,115000,Paid,IDR,115000,0,2024-03-01,312919,IDR,Shopify ID - Kasir,2024-03-01,0,WATERMELON FLAG TOTEBAG 2.0 - BLACK,TUBTE364800BAPOLWM,f4f7a61161
6216,MP-SINV-2024-34082,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-03-01,312836-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,178000,Kashiba 3 L Tosca,TPL4.MC.80120T,4d52b91922
6217,MP-SINV-2024-34082,1,Cash - Shopify ID,Full Payment,188000,Paid,IDR,188000,0,2024-03-01,312836-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,8b22275d43
6218,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,78000,DEDO HALF GLOVES - BEET RED,TMCGH205300RBNG,3a195c80e1
6219,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,198000,SILLON FOLDABLE CHAIR,TUCDF206900XXNG,5fa0b41577
6220,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,98000,AKSA POUCH - BLACK,TUBOG333900BAPOLNG,a258b65d24
6221,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,98000,Nomina Nail Clipper White Nickel,TUCNC200100WW,a8fda57da5
6222,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,d3e31ffe0c
6223,MP-SINV-2024-34071,1,Cash - Shopify ID,Full Payment,588000,Paid,IDR,588000,0,2024-03-01,312712-NONPCA,IDR,Shopify ID - Kasir,2024-03-01,20000,VAINA TOILET SEAT COVER,TUCPE206900XXNG,f5e637b67a
6224,MP-SINV-2024-50445,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-03-28,316296-NONPCA,IDR,Shopify ID - Kasir,2024-03-28,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,520c3f913d
6225,MP-SINV-2024-50445,1,Cash - Shopify ID,Full Payment,222000,Paid,IDR,222000,0,2024-03-28,316296-NONPCA,IDR,Shopify ID - Kasir,2024-03-28,228000,ARMORE GAMING WAIST BAG - CROSS STRIPE BLACK,TMBWB204800GFSC,d7a039262a
6226,MP-SINV-2024-52516,1,Cash - Shopify ID,Full Payment,220800,Paid,IDR,220800,0,2024-03-28,315716-1,IDR,Shopify ID - Kasir,2024-03-28,138000,CORDOBA TRAVEL SAJJADA - BLACK,TMCSJ300800BADO,d5e54f2203
6227,MP-SINV-2024-50522,1,Cash - Shopify ID,Full Payment,420000,Paid,IDR,420000,0,2024-03-28,316199,IDR,Shopify ID - Kasir,2024-03-28,248000,ZIYAD SARUNG MOTIF - ARMY,TMASG354300HSPOLAY,7e9a5b7feb
6228,MP-SINV-2024-50522,1,Cash - Shopify ID,Full Payment,420000,Paid,IDR,420000,0,2024-03-28,316199,IDR,Shopify ID - Kasir,2024-03-28,248000,ZIYAD SARUNG MOTIF - BLACK,TMASG354300BAPOLAY,bc8cfba29c
6229,MP-SINV-2024-51024,1,Cash - Shopify ID,Full Payment,399000,Paid,IDR,399000,0,2024-03-29,316212,IDR,Shopify ID - Kasir,2024-03-29,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,1ecc6cc812
6230,MP-SINV-2024-51024,1,Cash - Shopify ID,Full Payment,399000,Paid,IDR,399000,0,2024-03-29,316212,IDR,Shopify ID - Kasir,2024-03-29,60000,YEOCHA E Toiletries - BLACK,TUBOT100100BATRING,fa059263e8
6231,MP-SINV-2024-51796,1,Cash - Shopify ID,Full Payment,46000,Paid,IDR,46000,0,2024-03-29,316080,IDR,Shopify ID - Kasir,2024-03-29,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,7417e08922
6232,MP-SINV-2024-48448,1,Cash - Shopify ID,Full Payment,298000,Paid,IDR,298000,0,2024-03-23,315716,IDR,Shopify ID - Kasir,2024-03-23,298000,HAMSA MESSENGER SLINGBAG - PURPLE,TUBSM313900PUNYNG,bdbdc19fc1
6233,MP-SINV-2024-51804,1,Cash - Shopify ID,Full Payment,1000000,Paid,IDR,1000000,0,2024-03-29,316356,IDR,Shopify ID - Kasir,2024-03-29,100000,WATERMELON FLAG TOTEBAG ,TUBTE315400XXPOLWM,3f88958f60
6234,MP-SINV-2024-51804,1,Cash - Shopify ID,Full Payment,1000000,Paid,IDR,1000000,0,2024-03-29,316356,IDR,Shopify ID - Kasir,2024-03-29,100000,HUMANITY TOTEBAG,TUBTE343700XXPOLWM,4ee2d5147f
6235,MP-SINV-2024-48461,1,Cash - Shopify ID,Full Payment,149000,Paid,IDR,149000,0,2024-03-26,307637,IDR,Shopify ID - Kasir,2024-03-26,149000,YEOCHA A Cloth Pack Plain - Steel Grey,TUBOC100115GA,cac32e7820
6236,MP-SINV-2024-51230,1,Cash - Shopify ID,Full Payment,1617000,Paid,IDR,1617000,0,2024-03-29,307637-4,IDR,Shopify ID - Kasir,2024-03-29,159000,YEOCHA C Inner Pack Plain - Steel Grey,TUBOI100205GA,921d1575e7
6237,MP-SINV-2024-51230,1,Cash - Shopify ID,Full Payment,1617000,Paid,IDR,1617000,0,2024-03-29,307637-4,IDR,Shopify ID - Kasir,2024-03-29,1299000,NEO TAKAHAGI TBP 40L ROCK - GREY,TUBBT000140GCTRING,9edf07b879
6238,MP-SINV-2024-51230,1,Cash - Shopify ID,Full Payment,1617000,Paid,IDR,1617000,0,2024-03-29,307637-4,IDR,Shopify ID - Kasir,2024-03-29,0,YEOCHA D Shoe Pack Mesh - Nine iron grey ,TUBOI00305GITRING,dee11ff2fc
6239,ACC-SINV-2024-01049,2,Cash - Shopify ID,Full Payment,48329.87,Cancelled,IDR,48329.87,0,2024-03-30,,IDR,Shopify ID - Kasir,2024-03-30,78000,DINERO MONEY BELT - BLACK,TUBMB302500BJNG,fc4cde45b9
6240,MP-SINV-2024-47321-1,2,Cash - Shopify ID,Full Payment,119000,Cancelled,IDR,119000,0,2024-03-25,315733,IDR,Shopify ID - Kasir,2024-03-25,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,53512bf4c2
6241,MP-SINV-2024-47321-1,2,Cash - Shopify ID,Full Payment,119000,Cancelled,IDR,119000,0,2024-03-25,315733,IDR,Shopify ID - Kasir,2024-03-25,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,b499ccd15d
6242,MP-SINV-2024-47321,2,Cash - Shopify ID,Full Payment,176800,Cancelled,IDR,176800,0,2024-03-25,315733,IDR,Shopify ID - Kasir,2024-03-25,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,09bf5031d4
6243,MP-SINV-2024-47321,2,Cash - Shopify ID,Full Payment,176800,Cancelled,IDR,176800,0,2024-03-25,315733,IDR,Shopify ID - Kasir,2024-03-25,68000,NEO ODER WALLET CARD C - BLACK,TUCCW101200BAPOLNG,9393f1925d
6244,MP-SINV-2024-47321,2,Cash - Shopify ID,Full Payment,176800,Cancelled,IDR,176800,0,2024-03-25,315733,IDR,Shopify ID - Kasir,2024-03-25,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,96091fd8f7
6245,MP-SINV-2024-50140-1,2,Cash - Shopify ID,Full Payment,186833,Cancelled,IDR,186833,0,2024-03-20,314834-1,IDR,Shopify ID - Kasir,2024-03-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,1027dca5e4
6246,MP-SINV-2024-50140-1,2,Cash - Shopify ID,Full Payment,186833,Cancelled,IDR,186833,0,2024-03-20,314834-1,IDR,Shopify ID - Kasir,2024-03-20,138000,AL MAZAN TRAVEL SAJJADA - BLACK,TMCSJ300800BADZ,36123aea35
6247,MP-SINV-2024-52154,1,Cash - Shopify ID,Full Payment,102400,Paid,IDR,102400,0,2024-03-30,316475-1,IDR,Shopify ID - Kasir,2024-03-30,128000,ODER LONG WALLET A TRIANGLE-LEGION-BLUE,TPL4.RD.90010N,974d80f33a
6248,MP-SINV-2024-51302-1,2,Cash - Shopify ID,Full Payment,440000,Cancelled,IDR,440000,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,98000,Seoha Toiletries - Tri Cactus Green,TUCOT200101HC,1887b41206
6249,MP-SINV-2024-51302-1,2,Cash - Shopify ID,Full Payment,440000,Cancelled,IDR,440000,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,b113a252f5
6250,MP-SINV-2024-51302-1,2,Cash - Shopify ID,Full Payment,440000,Cancelled,IDR,440000,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,118000,PASSPORT POUCH AMA DARK GREY,TPL4.MC.10050A,ec3f5dbc20
6251,MP-SINV-2024-51302,2,Cash - Shopify ID,Full Payment,439999.99,Cancelled,IDR,439999.99,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,118000,PASSPORT POUCH AMA DARK GREY,TPL4.MC.10050A,042c4f9397
6252,MP-SINV-2024-51302,2,Cash - Shopify ID,Full Payment,439999.99,Cancelled,IDR,439999.99,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,98000,Seoha Toiletries - Tri Cactus Green,TUCOT200101HC,a6191f62ed
6253,MP-SINV-2024-51302,2,Cash - Shopify ID,Full Payment,439999.99,Cancelled,IDR,439999.99,0,2024-03-29,316422-NONPCA,IDR,Shopify ID - Kasir,2024-03-29,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,f3526324a9
6254,MP-SINV-2024-51219,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-03-29,315975-1,IDR,Shopify ID - Kasir,2024-03-29,1299000,NEO TAKAHAGI TBP 40L ROCK - GREY,TUBBT000140GCTRING,3e936b42aa
6255,MP-SINV-2024-51219,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-03-29,315975-1,IDR,Shopify ID - Kasir,2024-03-29,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,5d437e56f2
6256,MP-SINV-2024-50214-1,2,Cash - Shopify ID,Full Payment,716000,Cancelled,IDR,716000,0,2024-03-27,315679-1,IDR,Shopify ID - Kasir,2024-03-27,198000,ASA MULTI POUCH - BLACK,TUBOG339500BANYNG,5315fc3577
6257,MP-SINV-2024-50214-1,2,Cash - Shopify ID,Full Payment,716000,Cancelled,IDR,716000,0,2024-03-27,315679-1,IDR,Shopify ID - Kasir,2024-03-27,188000,JUANG TRAVEL POUCH - BLACK,TUBPT333700BANYNG,64f818dc4c
6258,MP-SINV-2024-50214-1,2,Cash - Shopify ID,Full Payment,716000,Cancelled,IDR,716000,0,2024-03-27,315679-1,IDR,Shopify ID - Kasir,2024-03-27,378000,RINTIS TOTE BACKPACK  - BLACK,TUBBE319700BANYNG,79bd64ba00
6259,MP-SINV-2024-50214,2,Cash - Shopify ID,Full Payment,338000,Cancelled,IDR,338000,0,2024-03-27,315679-1,IDR,Shopify ID - Kasir,2024-03-27,188000,JUANG TRAVEL POUCH - BLACK,TUBPT333700BANYNG,6345b09b92
6260,MP-SINV-2024-50214,2,Cash - Shopify ID,Full Payment,338000,Cancelled,IDR,338000,0,2024-03-27,315679-1,IDR,Shopify ID - Kasir,2024-03-27,198000,ASA MULTI POUCH - BLACK,TUBOG339500BANYNG,c6e82c10ca
6261,MP-SINV-2024-48203-2,1,Cash - Shopify ID,Full Payment,148000,Paid,IDR,148000,0,2024-03-16,312626-1,IDR,Shopify ID - Kasir,2024-03-16,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,dd4f0aaead
6262,MP-SINV-2024-48203-2,1,Cash - Shopify ID,Full Payment,148000,Paid,IDR,148000,0,2024-03-16,312626-1,IDR,Shopify ID - Kasir,2024-03-16,148000,WIDARA BACKPACK - BLACK GREY,TUBBD343100BGPOLNG,f545ed18bf
6263,MP-SINV-2024-48652,1,Cash - Shopify ID,Full Payment,23555400,Paid,IDR,23555400,0,2024-03-06,312815-1,IDR,Shopify ID - Kasir,2024-03-06,258000,SAGALAYA TOTE BAG - BLACK,TUBBE339000BABMFNG,cf5a407cc3
6264,MP-SINV-2024-48652,1,Cash - Shopify ID,Full Payment,23555400,Paid,IDR,23555400,0,2024-03-06,312815-1,IDR,Shopify ID - Kasir,2024-03-06,258000,SAGALAYA TOTE BAG - OLIVE,TUBTE339000OGBMFNG,d73f5ce90b
6265,MP-SINV-2024-48202,1,Cash - Shopify ID,Full Payment,987240,Paid,IDR,987240,0,2024-03-19,310407-1,IDR,Shopify ID - Kasir,2024-03-19,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,e41efa7ba6
6266,MP-SINV-2024-48201,1,Cash - Shopify ID,Full Payment,1234050,Paid,IDR,1234050,0,2024-03-19,310605-1,IDR,Shopify ID - Kasir,2024-03-19,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,dcc7e6a319
6267,MP-SINV-2024-48200,1,Cash - Shopify ID,Full Payment,1234050,Paid,IDR,1234050,0,2024-03-19,310323-1,IDR,Shopify ID - Kasir,2024-03-19,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,f0edc09361
6268,MP-SINV-2024-48199,1,Cash - Shopify ID,Full Payment,1299000,Paid,IDR,1299000,0,2024-03-24,308956-2,IDR,Shopify ID - Kasir,2024-03-24,198000,NEO AICHI WAIST BAG - BLACK,TMBWB100200BJNXAR,78299396a7
6269,MP-SINV-2024-48199,1,Cash - Shopify ID,Full Payment,1299000,Paid,IDR,1299000,0,2024-03-24,308956-2,IDR,Shopify ID - Kasir,2024-03-24,178000,Kashiba 3 L Dark Grey,TPL4.MC.80120A,f127974e46
6270,MP-SINV-2024-48199,1,Cash - Shopify ID,Full Payment,1299000,Paid,IDR,1299000,0,2024-03-24,308956-2,IDR,Shopify ID - Kasir,2024-03-24,1299000,NEO TAKAHAGI TBP 40L - NAVY,TUBBT000140INTRING,fb742a5071
6271,MP-SINV-2024-46878-1,2,Cash - Shopify ID,Full Payment,350000,Cancelled,IDR,350000,0,2024-03-23,315631,IDR,Shopify ID - Kasir,2024-03-23,348000,ARRAFA SANDAL ACTISOFT  EMBOSS  BLACK 42,TPL4.RB.90032B,0023e8a063
6272,MP-SINV-2024-46878-1,2,Cash - Shopify ID,Full Payment,350000,Cancelled,IDR,350000,0,2024-03-23,315631,IDR,Shopify ID - Kasir,2024-03-23,88000,EVO SUGINAMI CHARGER PACK - BLACK,TUBOG100102BJBMFNG,01f3edbcb6
6273,MP-SINV-2024-48197,1,Cash - Shopify ID,Full Payment,1099000,Paid,IDR,1099000,0,2024-03-19,308579-1,IDR,Shopify ID - Kasir,2024-03-19,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,9df6099d9e
6274,MP-SINV-2024-46426-1,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-03-22,307741,IDR,Shopify ID - Kasir,2024-03-22,1299000,NEO TAKAHAGI TBP 40L - BLACK,TUBBT000140BATRING,80838f2a97
